horizon,model,MAE,RMSE,sMAPE,MASE,Skill_vs_Climo_%
1,stl+xgb_resid,0.4615169816624021,0.5813613441551214,115.00190607514928,,
3,stl+xgb_resid,0.47193593675645157,0.5985788959647682,114.89351520884728,,
6,stl+xgb_resid,0.4859551578679333,0.6101368454952324,115.54514957812019,,
