horizon,model,MAE,RMSE,sMAPE,MASE,Skill_vs_Climo_%
1,xgb_direct,0.41051941170052697,0.524258508316555,112.57236205134956,0.6886494888345103,
3,xgb_direct,0.4168675247418623,0.5253949562746318,110.41749116394564,0.7065019952578808,
6,xgb_direct,0.43057467287692885,0.5401390794820247,112.33572255199971,0.718154512278271,
